1ID,102Bde,1,69,
1ID,103Bde,1,72,
1ID,104Bde,1,0,
1ID,55IB,1,418,
1ID,10IB,1,417,
1ID,18IB,1,413,
1ID,44IB,1,414,
1ID,53IB,1,424,
1ID,51IB (CAFGU BN),1,420,
1ID,64IB,1,419,
1ID,97IB,1,477,
1ID,SSB,1,112,
1ID,Sub-total,12,5261,0
2ID,201Bde,1,75,
2ID,202Bde,1,66,
2ID,203Bde,1,76,
2ID,74IB,1,437,
2ID,85IB,1,459,
2ID,1IB,1,445,
2ID,16IB,1,435,
2ID,4IB,1,438,
2ID,80IB,1,432,
2ID,76IB,1,434,
2ID,68IB,1,433,
2ID,SSBn,1,110,
2ID,Sub-total,12,5270,0
3ID,301Bde,1,84,
3ID,302Bde,1,80,
3ID,303Bde,1,73,
3ID,82IB,1,423,
3ID,61IB,1,598,
3ID,79IB,1,434,
3ID,11IB,1,443,
3ID,62IB,1,447,
3ID,47IB,1,467,
3ID,15IB,1,454,
3ID,94IB,1,442,
3ID,SSBn,1,93,
3ID,Sub-total,12,5629,0
4ID,401Bde,1,64,
4ID,402Bde,1,75,
4ID,403Bde,1,79,
4ID,36IB,1,476,
4ID,29IB,1,485,
4ID,30IB,1,490,
4ID,26IB,1,496,
4ID,58IB,1,527,
4ID,8IB,1,483,
4ID,23IB,1,477,
4ID,75IB,1,493,
4ID,88IB,1,521,
4ID,SSBn,1,117,
4ID,Sub-total,13,5946,0
5ID,502Bde,1,78,
5ID,503Bde,1,68,
5ID,54IB,1,468,
5ID,17IB,1,453,
5ID,86IB,1,448,
5ID,,,,
5ID,,,,
5ID,50IB,1,461,
5ID,95IB,1,469,
5ID,SSBn,1,131,
5ID,Sub-total,8,4043,0
6ID,601Bde,1,85,
6ID,602Bde,1,85,
6ID,603Bde,1,76,
6ID,33IB,1,445,
6ID,7IB,1,446,
6ID,40IB,1,489,
6ID,57IB,1,458,
6ID,6IB,1,472,
6ID,37IB,1,462,
6ID,90IB,1,467,
6ID,SSBn,1,100,
6ID,Sub-total,11,5406,0
7ID,701Bde,1,78,
7ID,702Bde,1,70,
7ID,703Bde,1,75,
7ID,69IB,1,398,
7ID,71IB,1,422,
